"date","actual","forecast"
"2015-01-01",0.638047542711995,0.425581846296718
"2015-02-01",0.629230482681997,0.311618035204646
"2015-03-01",0.542233510791945,0.458487593231884
"2015-04-01",0.50381271699198,0.455745065963927
"2015-05-01",0.466043505621982,0.409951292446118
"2015-06-01",0.515885605795052,0.42358397897658
"2015-07-01",0.494723760728988,0.385575993045614
"2015-08-01",0.584736954291021,0.549190281586756
"2015-09-01",0.504650941971985,0.516182853028331
"2015-10-01",0.48575668999904,0.495008927566645
"2015-11-01",0.518223685087982,0.459598249362967
"2015-12-01",0.557029536370024,0.441847588905966
"2016-01-01",0.649434842902963,0.396487587957559
"2016-02-01",0.660515913114956,0.455575510170125
"2016-03-01",0.659437026802934,0.400879836980917
"2016-04-01",0.517012357603974,0.446379124901434
"2016-05-01",0.519009963177997,0.607156994713064
"2016-06-01",0.524597179567987,0.532115086936513
"2016-07-01",0.528402283035057,0.460287390249564
"2016-08-01",0.424982162174015,0.428515101230133
"2016-09-01",0.432270974376081,0.491926989494667
"2016-10-01",0.53041602792403,0.499165717225188
"2016-11-01",0.606221098531989,0.525649391047433
"2016-12-01",0.408894001854954,0.569100734934907
"2017-01-01",0.302973757451941,0.497222239559789
"2017-02-01",0.171964980637007,0.496789189179348
"2017-03-01",0.319083602401982,0.444614056243075
"2017-04-01",0.301264903581,0.42949962102489
"2017-05-01",0.438523219187026,0.315526753858476
"2017-06-01",0.42254868066598,0.443984563905103
"2017-07-01",0.609681994416977,0.305636977808372
"2017-08-01",0.505974208761995,0.413283696278442
"2017-09-01",0.604155194802036,0.40962229686568
"2017-10-01",0.659684345453027,0.414202996285052
"2017-11-01",0.743830547651037,0.382247966119236
"2017-12-01",0.754779686574025,0.449951626490043
"2018-01-01",0.55721335027199,0.443421567928063
"2018-02-01",0.559222759262923,0.542864806026434
"2018-03-01",0.439193183628017,0.437647883288004
"2018-04-01",0.415687833790024,0.724751801615174
"2018-05-01",0.289688690383016,0.461207777128583
"2018-06-01",0.375751507989008,0.667272547201727
"2018-07-01",0.471530985011981,0.630966772434042
"2018-08-01",0.598459250450034,0.461883458658424
"2018-09-01",0.653898412558984,0.427141114267904
"2018-10-01",0.711590643595006,0.489900667545296
"2018-11-01",0.671118965504025,0.490219523614904
"2018-12-01",0.576655548080929,0.387152264756783
"2019-01-01",0.470959985818009,0.601016478597777
"2019-02-01",0.39396080399694,0.458432467950527
"2019-03-01",0.447067915324073,0.457327278529982
"2019-04-01",0.488505132121997,0.492318041272779
"2019-05-01",0.631068025515003,0.554826001609114
"2019-06-01",0.625657717831984,0.398325604275764
"2019-07-01",0.63985073955104,0.544727360928327
"2019-08-01",0.63125298156903,0.543415908833368
"2019-09-01",0.615377275670959,0.443383523180854
"2019-10-01",0.656780985883998,0.541819842902312
"2019-11-01",0.683785159873018,0.514003435112585
"2019-12-01",0.387939121690017,0.638348901059946
"2020-01-01",-0.364345652101061,0.523177771197246
"2020-02-01",-0.735013125435025,0.559611706967912
"2020-03-01",-0.452240671843018,0.641882013232052
"2020-04-01",0.616356157968045,0.516335725439812
"2020-05-01",1.12770333054,0.318538787367199
"2020-06-01",1.15337995230105,0.219533780919734
"2020-07-01",0.71437526064102,-0.388994110694707
"2020-08-01",0.579121720037978,0.544328766815657
"2020-09-01",0.522184714786,1.02155520024151
"2020-10-01",0.411323446135992,1.01549129001877
"2020-11-01",0.294032466621985,0.627471354307451
"2020-12-01",0.41048869549698,0.424701301800018
"2021-01-01",1.18006964572999,0.386644084975025
"2021-02-01",1.71396257383201,0.35629102971077
"2021-03-01",2.24210346117504,0.476269377879506
"2021-04-01",1.81548267179599,0.546652557643186
"2021-05-01",1.28555112495805,1.21281550334033
"2021-06-01",0.760408088635955,1.23759978464154
"2021-07-01",1.07445776373396,1.6930062109227
"2021-08-01",1.56110930939199,1.20922994913611
"2021-09-01",1.94501908204003,0.925204881141665
"2021-10-01",1.81200071405705,0.95413071543799
"2021-11-01",1.69508332971295,0.6500340063363
"2021-12-01",1.331460729069,1.04391661886382
"2022-01-01",1.27324494568999,1.53510971056319
"2022-02-01",1.30383807965,1.78639032271442
"2022-03-01",1.70314534563696,1.60837284082961
"2022-04-01",1.57324345901602,1.73202688455302
"2022-05-01",1.54363850736807,1.22107642302071
"2022-06-01",1.44256161095901,1.39363159356701
"2022-07-01",1.44705037019,1.53875478059495
"2022-08-01",1.25115135559897,1.64505297154114
"2022-09-01",1.05117740253799,1.39841817935906
"2022-10-01",1.09756510679597,1.42598585347166
"2022-11-01",1.25114758354998,1.0904409900357
"2022-12-01",1.21672047509405,1.2613095124566
"2023-01-01",1.24924676306506,1.15783204916019
"2023-02-01",1.15282778091705,1.13566359926012
"2023-03-01",1.03291681199398,1.19460324547315
"2023-04-01",0.802345359341938,1.22450877853949
"2023-05-01",0.655470222229937,1.26806500134477
"2023-06-01",0.751328046720001,0.955467565561737
"2023-07-01",0.797564480016977,0.846166308436099
"2023-08-01",0.876827708340056,0.923883061778011
"2023-09-01",0.838032238204978,0.650679625267965
"2023-10-01",0.944684585543065,0.783227696430681
"2023-11-01",1.01350066804997,0.876777113417462
"2023-12-01",1.12129582806801,0.955373734824011
"2024-01-01",1.01490621695994,0.767444845832243
"2024-02-01",0.788504230539999,0.846021109860859
"2024-03-01",0.497871459289989,0.858664138045447
"2024-04-01",0.420091454197991,0.912567575794128
"2024-05-01",0.559970862441972,0.74564029996601
"2024-06-01",0.779755444181962,0.695579359624277
"2024-07-01",0.860108233803025,0.828996411235575
"2024-08-01",0.865431623907043,0.79419444826578
"2024-09-01",0.764133995979055,0.874617334020588
"2024-10-01",0.943965105239997,0.661409922553792
"2024-11-01",0.881359336047005,0.962027050170409
"2024-12-01",0.728250939882003,0.796908321422509
"2025-01-01",0.519374786339011,0.722735398824726
"2025-02-01",0.422793423006951,0.826282947127304
"2025-03-01",0.594253033476999,0.834940049465176
"2025-04-01",0.679608041579005,0.486009876149424
"2025-05-01",NA,0.63177382141935
"2025-06-01",NA,0.557154805290021
"2025-07-01",NA,0.921993557958212
